DBMS_urnform,card_title,card_title_href,card_img_href,card_text,Description,Data Model,Query Interface,System Architecture,Website URL,Website,Source Code,Documentation,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Programming Language,Written in,Supported Languages,Supported languages,Embeds / Uses,Licenses,Operating Systems,Blog URL,Twitter,Wikipedia URL,Wikipedia,Coding Agent,Tags,Crawl Error,Compression,Storage Architecture,Storage Model,Checkpoints,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Stored Procedures,Views,Derived From,Embedded,Storage Organization,Inspired By,Parallel Execution,Storage Format,Acquired By,Compatible With,Former Name,Governance,Hosted Systems,Data_Model_mapping,has_github_repo,github_repo_link,org_name,repo_name,open_source_license
nedb,NeDB,https://dbdb.io/db/nedb,https://dbdb.io/media/logos/nedb.png.40x40_q85.png,,"NeDB is a lightweight embedded document DBMS written in JavaScript. It supports Node.js, nw.js, Electron, and web browser environments. It is designed to be partially compatible with MongoDB's JSON-based query API. NeDB is useful for storing small amounts of data in memory. When the amount of data exceeds the bounds of what NeDB can hold effectively, switching to MongoDB is intended to be straightforward because it uses the same API.",Document / XML,Custom API,Embedded,https://github.com/louischatriot/nedb,https://github.com/louischatriot/nedb,https://github.com/louischatriot/nedb,https://github.com/louischatriot/nedb/wiki,https://github.com/louischatriot/nedb/wiki,Louis Chatriot,FR,2013,2025,Open Source,JavaScript,JavaScript,JavaScript,JavaScript,,MIT License,,,,,,,,,,In-Memory,,Not Supported,Not Supported,Not Supported,AVL-Tree,Not Supported,Not Supported,Not Supported,,"All query requests will be exceeds in the order that they came in. If the executor is ready, then the task will be queued, but if the executor is idle the task will be processed immediately. All tasks are executed sequentially.",Not Supported,,,,Heaps,Redis,,,,MongoDB,,,,Document,Y,louischatriot/nedb,louischatriot,nedb,Y
neo,NEO,https://dbdb.io/db/neo,https://dbdb.io/media/logos/neo.png.40x40_q85.png,,"NEO (""Nexedi Enterprise Object"") is a distributed NoSQL DBMS that implements the ZODB API.",Document / XML,Custom API,Shared-Nothing,https://neo.nexedi.com,https://neo.nexedi.com,https://lab.nexedi.com/nexedi/neoppod,,,Nexedi,FR,2005,,"Commercial,Open Source",Python,Python,,,MySQL,GPL v3,Linux,,,,,,,,,,N-ary Storage Model (Row/Record),,,,,,,,,Tuple-at-a-Time Model,,,,,,,,,,ZODB,neoppod,,,Document,,,,,Y
neo4j,Neo4j,https://dbdb.io/db/neo4j,https://dbdb.io/media/logos/neo4j.svg,,Neo4j is a graph database that leverages data relationships as first-class entities. It provides ACID Transactions with online backups and high availability.,Graph,Cypher,Shared-Nothing,https://neo4j.com,https://neo4j.com,https://github.com/neo4j/neo4j,https://neo4j.com/docs/,https://neo4j.com/docs/,Neo Technology ApS,SE,2007,,"Commercial,Open Source","Java,Scala","Java,Scala","Java,Scala","Java,Scala",,"AGPL v3,GPL v3","All OS with Java VM,Linux,Windows",https://neo4j.com/blog/,@neo4j,https://en.wikipedia.org/wiki/Neo4j,https://en.wikipedia.org/wiki/Neo4j,"Claude,Copilot",,,,Disk-oriented,Custom,Non-Blocking,Two-Phase Locking (Deadlock Detection),Supported,"B+Tree,Inverted Index (Full Text)","Read Committed,Serializable",Hash Join,Logical Logging,"Code Generation,JIT Compilation",Tuple-at-a-Time Model,Supported,Not Supported,,,,,,,,,,,,Graph,Y,neo4j/neo4j,neo4j,neo4j,Y
neodatis-odb,NeoDatis ODB,https://dbdb.io/db/neodatis-odb,https://dbdb.io/media/logos/neodatis.png.40x40_q85.png,,NeoDatis ODB is a simple object-oriented DBMS.,Object-Oriented,Custom API,,http://neodatis.wikidot.com,http://neodatis.wikidot.com,https://sourceforge.net/projects/neodatis-odb,https://sourceforge.net/projects/neodatis-odb/files/,https://sourceforge.net/projects/neodatis-odb/files/,NeoDatis,BR,2006,2017,Open Source,Java,Java,Java,Java,,GPL v2,All OS with Java VM,,@neodatis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Object oriented,,,,,Y
neon,Neon,https://dbdb.io/db/neon,https://dbdb.io/media/logos/neon.svg,,Neon is a serverless PostgreSQL service that separates storage and compute.,Relational,PL/SQL,Shared-Disk,https://neon.tech,https://neon.tech,https://github.com/neondatabase/neon,https://neon.com/docs/introduction,https://neon.com/docs/introduction,,US,2021,,"Commercial,Open Source","C,Rust","C,Rust",,,,"Apache v2,PostgreSQL License","Hosted,Linux",,@neondatabase,,,,,,,Disk-oriented,N-ary Storage Model (Row/Record),,"Multi-version Concurrency Control (MVCC),Two-Phase Locking (Deadlock Detection)",Supported,B+Tree,"Read Uncommitted,Read Committed,Serializable,Snapshot Isolation,Repeatable Read","Nested Loop Join,Hash Join,Sort-Merge Join",,,Tuple-at-a-Time Model,Supported,"Virtual Views,Materialized Views",PostgreSQL,,Log-structured,Aurora,,Custom,"Databricks, Inc.",PostgreSQL,Zenith,,,Relational,Y,neondatabase/neon,neondatabase,neon,Y
nessdb,nessDB,https://dbdb.io/db/nessdb,https://dbdb.io/media/logos/nessdb.png.40x40_q85.png,,"nessDB is an embedded key-value DBMS written in ANSI C with BSD license. It does not require any external dependencies and works in most POSIX systems. As for storage engine, nessDB used LSM-tree (Log-Structured Merge Tree) in v1.8, B-epsilon-tree in v2.0. nessDB also used fractional cascading to speed up the query.",Key-Value,Custom API,Embedded,https://github.com/BohuTANG/nessDB,https://github.com/BohuTANG/nessDB,https://github.com/BohuTANG/nessDB,https://github.com/BohuTANG/nessDB/wiki,https://github.com/BohuTANG/nessDB/wiki,Bohu Tang,CN,2011,2016,Open Source,C,C,"C,C++,Java,Lua,Python","C,C++,Java,Lua,Python",,BSD License,"BSD,Linux",,,,,,,,Naïve (Page-Level),Disk-oriented,N-ary Storage Model (Row/Record),Not Supported,Not Supported,Not Supported,Log-Structured Merge Tree,Not Supported,Not Supported,,,Tuple-at-a-Time Model,Not Supported,Not Supported,,,Heaps,,,,,,,,,Key-value,Y,BohuTANG/nessDB,BohuTANG,nessDB,Y
neug,Neug,https://dbdb.io/db/neug,https://dbdb.io/media/logos/neug.svg,,Neug is an embedded graph database system for analytics and real-time transactions.,Graph,,"Shared-Everything,Embedded",https://graphscope.io/neug/,https://graphscope.io/neug/,https://github.com/alibaba/neug,https://graphscope.io/neug/en/overview/introduction/,https://graphscope.io/neug/en/overview/introduction/,Alibaba Group,CN,2026,,"Commercial,Open Source",C++,C++,,,,Apache v2,"Linux,macOS,Windows",,,,,"Claude,Copilot,Cursor",,,,,,,,,,,,,,,,,,,,,,Parquet,,,,,,Graph,Y,alibaba/neug,alibaba,neug,Y
nitrite,Nitrite,https://dbdb.io/db/nitrite,https://dbdb.io/media/logos/nitrite2023.svg,,"Nitrite is a NoSQL embedded document store written in Java. The name is derived from NO sql O bject (NO2 is the chemical notation of ""nitrite""). It supports both in-memory and file-based storage using the H2 database.",Document / XML,Custom API,Embedded,https://www.dizitart.org/nitrite-database.html,https://www.dizitart.org/nitrite-database.html,https://github.com/dizitart/nitrite-database,https://dizitart.org/nitrite-database,https://dizitart.org/nitrite-database,Anindya Chatterjee,IN,2017,,"Hobby,Open Source",Java,Java,Kotlin,Kotlin,,Apache v2,,,@dizitart,,,"Claude,Copilot",,,,"Disk-oriented,In-Memory",,,,,,,,,,,,,H2,,,,,,,,,,,Document,Y,dizitart/nitrite-database,dizitart,nitrite-database,Y
nodedb,NodeDB,https://dbdb.io/db/nodedb,https://dbdb.io/media/logos/nodedb.svg,,"NodeDB is a multi-model DBMS that supports combines relational, vector, graph, document, columnar, and matrix data models.","Relational,Document / XML,Graph,Array / Matrix,Vector","SQL,Cypher",Shared-Everything,https://nodedb.dev,https://nodedb.dev,https://github.com/NodeDB-Lab/nodedb,https://nodedb.dev/docs/,https://nodedb.dev/docs/,,MY,2026,,"Commercial,Open Source",Rust,Rust,,,,"Apache v2,Business Source License",Linux,,,,,Claude,,,,Disk-oriented,"Decomposition Storage Model (Columnar),N-ary Storage Model (Row/Record)",,,,,,,,,,,,,,Log-structured,,,Custom,,PostgreSQL,SynapseDB,,,"Relational,Document,Graph,Array,Vector",Y,NodeDB-Lab/nodedb,NodeDB-Lab,nodedb,Y
noisepage,NoisePage,https://dbdb.io/db/noisepage,https://dbdb.io/media/logos/noisepage-horizontal.svg,,"NoisePage is an in-memory relational DBMS designed to support self-driving (i.e., autonomous) operation. It is developed by the Carnegie Mellon Database Group .",Relational,SQL,Shared-Everything,https://db.cs.cmu.edu/noisepage,https://db.cs.cmu.edu/noisepage,https://github.com/cmu-db/noisepage,https://github.com/cmu-db/noisepage/tree/master/docs,https://github.com/cmu-db/noisepage/tree/master/docs,Carnegie Mellon University,US,2018,,"Academic,Open Source",C++,C++,,,,MIT License,"Linux,macOS",,@NoisePageDB,,,,,,,In-Memory,Decomposition Storage Model (Columnar),,"Multi-version Concurrency Control (MVCC),Optimistic Concurrency Control (OCC)",,"B+Tree,Hash Table",Snapshot Isolation,"Hash Join,Index Nested Loop Join",Physiological Logging,"Code Generation,JIT Compilation,Stored Procedure Compilation",Vectorized Model,Supported,,,,Heaps,HyPer,Intra-Operator (Horizontal),Arrow,,PostgreSQL,Peloton,,,Relational,Y,cmu-db/noisepage,cmu-db,noisepage,Y
nokv,NoKV,https://dbdb.io/db/nokv,https://dbdb.io/media/logos/nokv.svg,,NoKV is a Go-native log-structured key-value DBMS.,Key-Value,Custom API,Embedded,https://nokv.io,https://nokv.io,https://github.com/feichai0017/NoKV,https://nokv.io/docs/architecture,https://nokv.io/docs/architecture,Guocheng Song,AU,2024,,"Hobby,Open Source",Go,Go,Go,Go,,Apache v2,,https://nokv.io/blog,,,,"Claude,Copilot",,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,,,,Tuple-at-a-Time Model,,,,,Log-structured,"BadgerDB,RocksDB",,Custom,,,,,,Key-value,Y,feichai0017/NoKV,feichai0017,NoKV,Y
noms,Noms,https://dbdb.io/db/noms,https://dbdb.io/media/logos/noms-db.svg,,Noms is a decentralized DBMS that follows the same philosophy of the Git version control system.,Document / XML,,,https://github.com/attic-labs/noms,https://github.com/attic-labs/noms,https://github.com/attic-labs/noms,https://github.com/attic-labs/noms/blob/master/doc/intro.md,https://github.com/attic-labs/noms/blob/master/doc/intro.md,Attic Labs,US,2015,2021,Open Source,Go,Go,,,,Apache v2,,,@nomsdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Document,Y,attic-labs/noms,attic-labs,noms,Y
nornicdb,NornicDB,https://dbdb.io/db/nornicdb,https://dbdb.io/media/logos/nornicdb.svg,,NornicDB is a Neo4j-compatiable vector search engine. It supports GPU-accelerated nearest neighbor searches.,Graph,Cypher,Shared-Everything,https://github.com/orneryd/NornicDB,https://github.com/orneryd/NornicDB,https://github.com/orneryd/NornicDB,https://github.com/orneryd/NornicDB/tree/main/docs,https://github.com/orneryd/NornicDB/tree/main/docs,Timothy Sweet,US,2025,,"Hobby,Open Source",Go,Go,"C#,Go,Java,JavaScript,Python","C#,Go,Java,JavaScript,Python",,MIT License,,,,,,"Claude,Copilot",,,,Disk-oriented,,,,,,,,,,,,,,,,,,,,Neo4j,,,,Graph,Y,orneryd/NornicDB,orneryd,NornicDB,Y
nosdb,NosDB,https://dbdb.io/db/nosdb,https://dbdb.io/media/logos/nosdb.png.40x40_q85.png,,NosDB is an NoSQL DBMS for .NET applications.,Document / XML,"Custom API,HTTP / REST",,https://www.alachisoft.com/nosdb,https://www.alachisoft.com/nosdb,https://github.com/Alachisoft/NosDB,https://www.alachisoft.com/resources/docs/#nosdb,https://www.alachisoft.com/resources/docs/#nosdb,Alachisoft,US,2013,2016,"Commercial,Open Source",C#,C#,C#,C#,LMDB,Apache v2,Windows,https://www.alachisoft.com/blogs/,@NosDb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Document,Y,Alachisoft/NosDB,Alachisoft,NosDB,Y
nubmq,nubmq,https://dbdb.io/db/nubmq,https://dbdb.io/media/logos/nubmq.svg,,"nubmq is a key-value cache engine written in Go, designed for high-frequency and contention-heavy workloads. It implements adaptive sharding with dynamic scaling, a dual-store architecture for zero-downtime resizing, and an event-based notification scheduler that provides native pub-sub support without polling.",Key-Value,Custom API,Shared-Nothing,https://github.com/nubskr/nubmq,https://github.com/nubskr/nubmq,https://github.com/nubskr/nubmq,,,,NL,2024,2025,"Hobby,Open Source",Go,Go,,,,Apache v2,Linux,,,,,,,,,In-Memory,,,,,,,Not Supported,,,Tuple-at-a-Time Model,,,,,,,,,,,,,,Key-value,Y,nubskr/nubmq,nubskr,nubmq,Y
nucliadb,NucliaDB,https://dbdb.io/db/nucliadb,https://dbdb.io/media/logos/nucliadb.svg,,NucliaDB is a vector database.,Vector,"Custom API,HTTP / REST",,https://nuclia.com,https://nuclia.com,https://github.com/nuclia/nucliadb,https://docs.nuclia.dev,https://docs.nuclia.dev,Bosutech XXI S.L.,ES,2021,,"Commercial,Open Source","Python,Rust","Python,Rust",,,LMDB,AGPL v3,,,@nucliaAI,,,,,,,,,,,,Inverted Index (Full Text),,,,,,,,,,,,,,,,,,,Vector,Y,nuclia/nucliadb,nuclia,nucliadb,Y
nudb,NuDB,https://dbdb.io/db/nudb,https://dbdb.io/media/logos/nudb_i52u7II.png.40x40_q85.png,,NuDB is an append-only key/value DBMS written in C++11 as a single header file. It is designed to operate efficiently on SSD devices.,Key-Value,Custom API,Embedded,https://github.com/vinniefalco/NuDB,https://github.com/vinniefalco/NuDB,https://github.com/vinniefalco/NuDB,http://vinniefalco.github.io/nudb/,http://vinniefalco.github.io/nudb/,Vinnie Falco,US,2016,2019,Open Source,C++,C++,C++,C++,,Boost Software License,,,,,,,,,,,N-ary Storage Model (Row/Record),,,,,,,,,Tuple-at-a-Time Model,,,,,,,,,,,,,,Key-value,Y,vinniefalco/NuDB,vinniefalco,NuDB,Y
numstore,Numstore,https://dbdb.io/db/numstore,https://dbdb.io/media/logos/numstore.png.40x40_q85.png,,"Numstore is a research database engine designed for managing multi-dimensional array data. It targets workloads involving scientific computing, climate modeling, and other domains that require efficient storage and querying of large-scale numerical arrays.",Array / Matrix,Custom API,,https://theolincke.com/blog/10_smart_files_release,https://theolincke.com/blog/10_smart_files_release,https://github.com/NumstoreDB/Numstore,https://github.com/NumstoreDB/Numstore,https://github.com/NumstoreDB/Numstore,Technical University of Berlin,US,2026,,"Hobby,Open Source",C,C,C,C,,Apache v2,Linux,,,,,,,,,,,Fuzzy,,,,,,Physiological Logging,,,,,,,,,,Custom,,,,,,Array,Y,NumstoreDB/Numstore,NumstoreDB,Numstore,Y
nundb,NunDB,https://dbdb.io/db/nundb,https://dbdb.io/media/logos/nundb.svg,,NunDB is a object-oriented DBMS designed to support real-time update propagation to clients.,Object-Oriented,Custom API,Shared-Everything,https://github.com/mateusfreira/nun-db,https://github.com/mateusfreira/nun-db,https://github.com/mateusfreira/nun-db,,,Mateus Freira,BR,2018,,"Hobby,Open Source",Rust,Rust,TypeScript,TypeScript,,MIT License,,,,,,,,,,"Disk-oriented,In-Memory",,Blocking,,,Hash Table,,,,Not Supported,Tuple-at-a-Time Model,,,,,,FASTER,,,,,FreiraDB,,,Object oriented,Y,mateusfreira/nun-db,mateusfreira,nun-db,Y
nutsdb,NutsDB,https://dbdb.io/db/nutsdb,https://dbdb.io/media/logos/nutsdb-2021.png.40x40_q85.png,,"NutsDB is a transactional key/value store database written in Go. All transactions executed in NutsDB are fully serializable. Transactions are categorized into types based on their level of access. In other words, there are read-only and read-write transactions. Multiple read-only transactions are allowed at the same time, and they could, of course, read values from a bucket using a key or traverse the buckets to find a range of key-value pairs. However, only one read-write transaction is allowed at the same time and it could read, update and delete from the data storage. The DBMS supports different data structures, such as list, set and sorted set.",Key-Value,Custom API,,https://xujiajun.cn/nutsdb,https://xujiajun.cn/nutsdb,https://github.com/nutsdb/nutsdb,https://xujiajun.cn/nutsdb,https://xujiajun.cn/nutsdb,Jiajun Xu,CN,2018,,Open Source,Go,Go,Go,Go,,Apache v2,"Linux,macOS,Windows",,,,,Claude,,,,Hybrid,Custom,,"NutsDB supports full ACID principles. Atomicity NutsDB will start a roll back process if any transaction has gone awry before committing. Therefore, any error will be caught and it will be like this operation never existed after rolling back. If it is committed, however, it will persist on disk permanently. Consistency NutsDB used Read-Write locks and made sure the data is consistent before and after each transaction. Isolation Since Read-only and Read-Write are exclusive to each other, and since only one Read-Write operation is allowed at each time, concurrent transactions will not cause the data to have dirty reads or unrepeatable reads and the transactions are fully serializable. Durability At the end of transactions, NutsDB will use sync operations to make sure all the changes made are persistent and durable on disk. Unless the transaction is aborted and rolled back, the changes will stay on disk permanently.",,B+Tree,Serializable,,Logical Logging,,"NutsDB supports key/value query which is made available by the Bitcask model. It also supports Prefix scan and Range scan since the author optimized BitCask to incorporate B+ tree indexing. For these operations, it could limit the number of entries being returned to avoid using to much memory.",,Virtual Views,,,Log-structured,Redis,"To execution the read operations more concurrently, NutsDB supports multiple Read-Only operations at the same time. Since reads do not modify the database, it could be shared with other Read-Only operations to maximize the throughput of operations per second. However, Read-Write operations are only allowed one at a time to avoid ACID principles.",,,,,,,Key-value,Y,nutsdb/nutsdb,nutsdb,nutsdb,Y
oasysdb,OasysDB,https://dbdb.io/db/oasysdb,https://dbdb.io/media/logos/oasysdb.png.40x40_q85.png,,OasysDB is a toy key-value DBMS based on Sled that supports vector search operations.,"Key-Value,Vector",HTTP / REST,Shared-Everything,https://www.oasysai.com,https://www.oasysai.com,https://github.com/edwinkys/oasysdb,,,Edwin Kys,US,2023,2024,"Hobby,Open Source",Rust,Rust,,,Sled,Apache v2,Linux,,,,,,,,,,N-ary Storage Model (Row/Record),,,,,,,,Not Supported,Tuple-at-a-Time Model,Not Supported,,,,Heaps,,,Custom,,,,,,"Key-value,Vector",Y,edwinkys/oasysdb,edwinkys,oasysdb,Y
