Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Data_Model_mapping,has_github_repo,github_repo_link,org_name,repo_name,open_source_license
bojack,BoJack,"BoJack is a single-node key-value store written in Crystal, largely inspired by Redis.",Key/Value,Command-line / Shell,Shared-Everything,https://github.com/marceloboeira/bojack,https://github.com/marceloboeira/bojack,,Marcelo Boeira,DE,2016,2018,Open Source,Crystal,"Crystal,Elixir,Python,Ruby",,MIT,Linux,Key-value,Y,marceloboeira/bojack,marceloboeira,bojack,Y
boltdb,BoltDB,BoltDB is an embedded ACID key/value database written in Go. It supports MVCC with shadow paging by allowing only one writer and multiple readers. All transactions execute in BoltDB under serializable isolation. BoltDB stores key/value pairs in B+tree data storage.,Key/Value,Custom API,Embedded,https://github.com/boltdb/bolt,https://github.com/boltdb/bolt,https://godoc.org/github.com/boltdb/bolt,Ben Johnson,US,2013,2017,Open Source,Go,Go,,MIT,"Android,BSD,iOS,Linux,OS X,Solaris,Windows",Key-value,Y,boltdb/bolt,boltdb,bolt,Y
bonsaidb,BonsaiDb,BonsaiDb is a key-value store DBMS written in Rust. It can operate as an embedded DBMS and as a standalone server.,Key/Value,,"Shared-Everything,Embedded",https://bonsaidb.io/,https://github.com/khonsulabs/bonsaidb,https://dev.bonsaidb.io/release/guide/,Khonsu Labs,US,2021,,Open Source,Rust,,,"Apache v2,MIT",Linux,Key-value,Y,khonsulabs/bonsaidb,khonsulabs,bonsaidb,Y
brightstardb,BrightstarDB,BrightstarDB is a RDF DBMS for the .NET platform.,Triplestore / RDF,,,http://www.brightstardb.com/,https://github.com/BrightstarDB/BrightstarDB,https://brightstardb.readthedocs.io,,GB,2012,,Open Source,C#,,,MIT,,RDF,Y,BrightstarDB/BrightstarDB,BrightstarDB,BrightstarDB,Y
brodb,BroDB,"BroDB is a parody DBMS where applications interact with the system using a query language as if it was spoken by a "",bro,"".",Relational,Custom API,Embedded,https://brosql.tiiny.site/,https://github.com/darshan117/BroDB,,Darshan Gaikwad,IN,2024,,"Hobby,Open Source",Go,,,,,Relational,Y,darshan117/BroDB,darshan117,BroDB,Y
btdb,BTDB,BTDB is an embedded key/value DBMS designed for .NET applications. It also provides an object-oriented API built on top of the key/value interface. This database has nothing to do with BitTorrent.,"Key/Value,Object-Oriented",Custom API,,https://github.com/Bobris/BTDB,https://github.com/Bobris/BTDB,,Boris Letocha,CZ,2010,,Open Source,C#,C#,,MIT,,"Key-value,Object oriented",Y,Bobris/BTDB,Bobris,BTDB,Y
btrdb,BTrDB,"BTrDB (,Berkeley Tree Database,) is a time-series database that uses K-Ary trees to store data.",Relational,,Shared-Disk,http://btrdb.io/,https://github.com/BTrDB/btrdb-server,,"University of California, Berkeley",US,2014,2021,"Academic,Open Source",Go,,,GPL v3,,Relational,Y,BTrDB/btrdb-server,BTrDB,btrdb-server,Y
bugfruit,bugfruit,bugfruit is a embedded key-value DBMS written in Go.,Key/Value,Custom API,Embedded,https://github.com/reesporte/bugfruit,https://github.com/reesporte/bugfruit,,Reese Porter,US,2022,,"Hobby,Open Source",Go,Go,,BSD,,Key-value,Y,reesporte/bugfruit,reesporte,bugfruit,Y
buntdb,BuntDB,"BuntDB is an embeddable, in-memory key/value database with custom indexing and geospatial support.",Key/Value,,Embedded,https://github.com/tidwall/buntdb,https://github.com/tidwall/buntdb,https://github.com/tidwall/buntdb/blob/master/README.md,Josh Baker,US,2016,,Open Source,Go,Go,,MIT,,Key-value,Y,tidwall/buntdb,tidwall,buntdb,Y
bustub,BusTub,"BusTub is an educational disk-oriented DBMS used for teaching,database courses,at Carnegie Mellon University.",Relational,SQL,,https://github.com/cmu-db/bustub,https://github.com/cmu-db/bustub,,Carnegie Mellon University,US,2019,,"Academic,Educational,Open Source",C++,,,MIT,"Linux,OS X,Windows",Relational,Y,cmu-db/bustub,cmu-db,bustub,Y
byconity,ByConity,ByConity is a cloud-native OLAP DBMS based on Clickhouse.,Relational,SQL,Shared-Disk,https://byconity.github.io/,https://github.com/ByConity/ByConity,https://byconity.github.io/docs/introduction/main-principle-concepts,ByteDance,CN,2020,,"Commercial,Open Source",C++,,FoundationDB,Apache v2,,Relational,Y,ByConity/ByConity,ByConity,ByConity,Y
cachegrand,Cachegrand,Cachegrand is an Redis-compatible key-value DBMS designed for caching.,Key/Value,HTTP / REST,,https://cachegrand.io/,https://github.com/danielealbano/cachegrand,https://cachegrand.io/docs,Cachegrand,CH,2018,,"Commercial,Open Source",C,,,BSD,Linux,Key-value,Y,danielealbano/cachegrand,danielealbano,cachegrand,Y
calvin,Calvin,Calvin is a scalable transactional database system that leverages determinism to guarantee active replication and full ACID-compliance of distributed transactions without two-phase commit.,Relational,,,http://db.cs.yale.edu/calvin/,https://github.com/yaledb/calvin,,Yale University,US,2012,2015,"Academic,Open Source",C++,,,,Linux,Relational,Y,yaledb/calvin,yaledb,calvin,Y
camadb,CamaDB,"CamaDB is an embedded document-oriented DBMS for Node, Electron and browser-based environments.",Document / XML,Custom API,Embedded,https://elmarti.github.io/camadb/,https://github.com/elmarti/camadb,https://elmarti.github.io/camadb/classes/Collection.html,Jack Martin,,2021,,"Hobby,Open Source",TypeScript,"JavaScript,TypeScript",,MIT,,Document,Y,elmarti/camadb,elmarti,camadb,Y
caskdb,CaskDB,CaskDB is an embedded and persistent key-value DBMS. It was built an educational tool for people to learn more about database system implementation.,Key/Value,,Embedded,https://github.com/avinassh/py-caskdb,https://github.com/avinassh/py-caskdb,,Avinash Sajjanshetty,IN,2022,,"Educational,Open Source",Python,Python,,MIT,,Key-value,Y,avinassh/py-caskdb,avinassh,py-caskdb,Y
cassandra,Cassandra,"Apache Cassandra is a free and open source NoSQL distributed database management system. It provides high availability, high scalability, and fault tolerance, even while running on commodity hardware. Cassandra has no single-point of failure, and is well-suited for clusters spanning multiple datacenter. Cassandra is decentralized and master-less. Therefore, data in a Cassandra cluster is distributed/partitioned across multiple nodes in the cluster. It provides fault tolerance by asynchronously replicating data across different nodes. Thus, Cassandra is immune to even whole data centers going down. One salient feature of Cassandra is it’s ability to scale linearly in both read and write throughput as the number of nodes grows.","Column Family / Wide-Column,Key/Value",Custom API,Shared-Nothing,http://cassandra.apache.org/,https://github.com/apache/cassandra,https://cassandra.apache.org/doc/latest/,Apache Software Foundation,US,2008,,Open Source,Java,"C,C#,C++,Java,JavaScript,Kotlin,PHP,Python,Ruby",,Apache v2,All OS with Java VM,"Wide column,Key-value",Y,apache/cassandra,apache,cassandra,Y
castledb,CastleDB,"CastleDB is a structured static DBMS platform designed to make it easier for multiple people to collaborate on a data set. CastleDB stores both its data model and the data contained in the rows in human-readable JSON. This allows users to version control systems, such as Git or Subversion, to diff/merge the data files.",Document / XML,HTTP / REST,,http://castledb.org/,https://github.com/ncannasse/castle,,Nicolas Cannasse,FR,2012,,Open Source,Haxe,,,ISC License,,Document,Y,ncannasse/castle,ncannasse,castle,Y
cayley,Cayley,Cayley is an open-source graph database query engine inspired by the Freebase and Google's Knowledge Graph systems.,Triplestore / RDF,"GraphQL,Gremlin",,https://cayley.io/,https://github.com/cayleygraph/cayley,,Google,US,2014,,Open Source,Go,,"BoltDB,CockroachDB,CouchDB,Elasticsearch,MySQL,PostgreSQL",Apache v2,,RDF,Y,cayleygraph/cayley,cayleygraph,cayley,Y
cdb,cdb,"cdb is a simple package for creating and reading constant (i.e., immutable) databases.",Key/Value,,Shared-Everything,http://cr.yp.to/cdb.html,,http://cr.yp.to/cdb/reading.html,D. J. Bernstein,US,,2000,Open Source,,"Java,Lua,Perl,Python",,Public Domain,,Key-value,,,,,
chaozzdb,chaozzDB,"chaozzDB is a proof-of-concept embedded, flat-file SQL DBMS written entirely in PHP.",,SQL,Embedded,https://chaozz.nl/chaozzdb,https://github.com/chaozznl/chaozzDB,,Elmar Wenners,NL,2008,2019,"Hobby,Open Source",PHP,PHP,,Creative Commons License,,,Y,chaozznl/chaozzDB,chaozznl,chaozzDB,Y
chdb,chDB,chDB is an embedded SQL OLAP based on ClickHouse.,Relational,SQL,Embedded,https://chdb.io,https://github.com/chdb-io/chdb,https://doc.chdb.io,Auxten Wang,SG,2023,,Open Source,C++,,,Apache v2,Linux,Relational,Y,chdb-io/chdb,chdb-io,chdb,Y
cheetah,Cheetah,Cheetah was an embedded dBase-compatiable DBMS engine for Windows applications.,Relational,Custom API,Embedded,http://cheetahdatabase.sourceforge.net/,https://sourceforge.net/projects/cheetahdatabase/,,PlanetSquires Software,CA,2005,2012,Open Source,Visual Basic,,,GPL v2,Windows,Relational,,,,,Y
chroma,Chroma,Chroma is a document-oriented DBMS designed to support the generation and searches on embeddings generated from LLMs.,Document / XML,Custom API,"Shared-Everything,Embedded",https://www.trychroma.com/,https://github.com/chroma-core/chroma,https://docs.trychroma.com/,Chroma Inc.,US,2022,,"Commercial,Open Source",Python,"JavaScript,Python",,Apache v2,Linux,Document,Y,chroma-core/chroma,chroma-core,chroma,Y
chromem-go,chromem-go,chromem-go is an embedded vector database for Go-lang applications. The design of the DBMS's API is inspired by Chroma.,Vector,Custom API,Embedded,https://github.com/philippgille/chromem-go,https://github.com/philippgille/chromem-go,,Philipp Gillé,DE,2023,,"Hobby,Open Source",Go,Go,,AGPL v3,,Vector,Y,philippgille/chromem-go,philippgille,chromem-go,Y
chromodb,ChromoDB,ChromoDB is a key-value DBMS based on B-epsilon (fractal) trees.,Key/Value,Custom API,Shared-Everything,https://chromodb.com,https://github.com/chromodb/chromodb,,Alex Gaetano Padula,CA,2024,,"Hobby,Open Source",Go,,,GPL v3,Linux,Key-value,Y,chromodb/chromodb,chromodb,chromodb,Y
chronicle-map,Chronicle Map,Chronicle Map is an in-memory key-value DBMS designed for low-latency applications.,Key/Value,,,https://chronicle.software/products/map/,https://github.com/OpenHFT/Chronicle-Map,https://github.com/OpenHFT/Chronicle-Map/blob/master/docs/CM_Features.adoc,Chronicle Software,GB,2014,,"Commercial,Open Source",Java,,,LGPL v3,All OS with Java VM,Key-value,Y,OpenHFT/Chronicle-Map,OpenHFT,Chronicle-Map,Y
chronix,Chronix,"Chronix is a collection of Java-based frameworks for time-series data storage and analysis. It is built on top of existing open-source solutions, such as Apache Solr, Apache Lucene, and Apache Spark.",,Custom API,,http://www.chronix.io/,https://github.com/ChronixDB/chronix.server,https://chronix.gitbooks.io/chronix/content/,QAware,DE,2015,2019,"Commercial,Open Source",Java,Java,,Apache v2,,,Y,ChronixDB/chronix.server,ChronixDB,chronix.server,Y
citus,Citus,"Citus is an extension to Postgres to make it a distributed, shared-nothing DBMS.",Relational,SQL,Shared-Nothing,http://www.citusdata.com/,https://github.com/citusdata/citus,https://docs.citusdata.com/,Citus Data,"TR,US",2010,,"Commercial,Open Source",C,,,AGPL v3,,Relational,Y,citusdata/citus,citusdata,citus,Y
clickhouse,ClickHouse,CilckHouse is an open-source column-oriented OLAP DBMS. It is designed to provide linear scalability of queries.,Relational,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,https://clickhouse.com/,https://github.com/ClickHouse/ClickHouse,https://clickhouse.tech/docs/en/,Yandex,RU,2016,,"Commercial,Open Source",C++,"C,C#,C++,Go,Java,Kotlin,Scala",,Apache v2,Linux,Relational,Y,ClickHouse/ClickHouse,ClickHouse,ClickHouse,Y
closevector,CloseVector,CloseVector is a vector database DBMS designed for Javascript-based environments.,"Document / XML,Vector",HTTP / REST,Embedded,https://closevector-docs.getmegaportal.com/,https://www.npmjs.com/package/closevector-web,https://closevector-docs.getmegaportal.com/docs/intro,"MegaPortal, Inc.",CN,2023,,"Commercial,Open Source",,,,Apache v2,Linux,"Document,Vector",,,,,Y
cloudberry-database,Cloudberry Database,"Cloudberry Database (sometimes referred to as ""CloudberryDB"" or ""CBDB"") is a fork of Greenplum.",Object-Relational,SQL,Shared-Nothing,https://cloudberrydb.org,https://github.com/cloudberrydb/cloudberrydb,https://cloudberrydb.org/docs/,HashData Technology Limited.,CN,2023,,"Commercial,Open Source",C,,,Apache v2,Linux,"Object oriented,Relational",Y,cloudberrydb/cloudberrydb,cloudberrydb,cloudberrydb,Y
cloudkit,CloudKit,"CloudKit provides schema-free, auto-versioned, RESTful JSON storage.",Document / XML,,,http://getcloudkit.com/,https://github.com/jcrosby/cloudkit,,,US,2008,2011,Open Source,,,,MIT,,Document,Y,jcrosby/cloudkit,jcrosby,cloudkit,Y
cloverdb,CloverDB,CloverDB is a document-oriented DBMS designed for Go-lang applications.,Document / XML,Custom API,Shared-Everything,https://github.com/ostafen/clover,https://github.com/ostafen/clover,https://pkg.go.dev/github.com/ostafen/clover,Stefano Scafiti,IT,2022,,"Hobby,Open Source",Go,,"BadgerDB,bbolt",MIT,,Document,Y,ostafen/clover,ostafen,clover,Y
cnosdb,CnosDB,CnosDB is a distributed time-series database management system written in Rust.,Relational,SQL,Shared-Disk,https://www.cnosdb.com,https://github.com/cnosdb/cnosdb,https://docs.cnosdb.com/,CnosDB,CN,2021,,"Commercial,Open Source",Rust,,DataFusion,AGPL v3,Linux,Relational,Y,cnosdb/cnosdb,cnosdb,cnosdb,Y
cockroachdb,CockroachDB,CockroachDB (sometimes shortened as CRDB) is a free and open source distributed SQL database built on a transactional and strongly-consistent key-value store. It is backed by PebbleDB (a RocksDB/LevelDB-inspired KV store) and uses the Raft distributed consensus algorithm to ensure consistency.,Relational,SQL,Shared-Nothing,https://www.cockroachlabs.com/,https://github.com/cockroachdb/cockroach/,https://www.cockroachlabs.com/docs/stable/,Cockroach Labs,US,2014,,"Commercial,Open Source",Go,Go,Pebble,Business Source License,"Hosted,Linux,OS X,Windows",Relational,Y,cockroachdb/cockroach,cockroachdb,cockroach,Y
codernitydb,CodernityDB,CodernityDB is NoSQL key-value DBMS written in Python.,Key/Value,HTTP / REST,Shared-Everything,http://labs.codernity.com/codernitydb/,https://bitbucket.org/codernity/codernitydb,,Codernity.com,PL,2011,,Open Source,Python,,,Apache v2,,Key-value,,,,,Y
cogadb,CoGaDB,CoGaDB was an academic column-oriented DBMS that supported GPU acceleration. It was developed by researchers at TU Berlin.,Relational,SQL,Shared-Everything,http://cogadb.dfki.de/,,https://wwwiti.cs.uni-magdeburg.de/iti_db/research/gpu/cogadb/0.22/doc/,TU Berlin,DE,2012,2020,"Academic,Open Source",C++,,,GPL v3,Linux,Relational,,,,,Y
cogdb,CogDB,CogDB is an embedded RDF (graph) DBMS library for Python applications.,Triplestore / RDF,Custom API,Embedded,https://cogdb.io/,https://github.com/arun1729/cog,,Arun Mahendra,CA,2017,,"Hobby,Open Source",Python,Python,,MIT,,RDF,Y,arun1729/cog,arun1729,cog,Y
column,Column,Column is an embedded DBMS engine that stores in-memory columnar data.,Relational,Custom API,Embedded,https://github.com/kelindar/column,https://github.com/kelindar/column,,Roman Atachiants,AE,2021,,"Hobby,Open Source",Go,Go,,MIT,Linux,Relational,Y,kelindar/column,kelindar,column,Y
