Name,card_title,Description,Data Model,Query Interface,System Architecture,Website,Source Code,Tech Docs,Developer,Country of Origin,Start Year,End Year,Project Type,Written in,Supported languages,Embeds / Uses,Licenses,Operating Systems,Twitter,Compression,Storage Architecture,Storage Model,Checkpoints,Concurrency Control,Foreign Keys,Indexes,Isolation Levels,Joins,Logging,Query Compilation,Query Execution,Stored Procedures,Views,Derived From,Wikipedia,Storage Organization,Inspired By,Parallel Execution,Storage Format,Acquired By,Compatible With,Former Name
grapheekdb,GrapheekDB,GrapheekDB is a lightweight graph database with support for multiple back-end storage managers. It only represents directed graphs and is persistent if the chosen data model is a Key/Value store.,"Key/Value,Graph","Custom API,Gremlin",Embedded,https://bitbucket.org/nidusfr/grapheekdb,https://bitbucket.org/nidusfr/grapheekdb,,Raphaël Braud,FR,2014.0,,Open Source,Python,,,GPL v3,,,,In-Memory,Custom,,,,,,,,,Tuple-at-a-Time Model,,,,,,,,,,,
graphik,Graphik,Graphik is a document DBMS written in Go.,Document / XML,GraphQL,,https://graphikdb.github.io/graphik/,https://github.com/graphikDB/graphik,,Coleman Word,US,2020.0,,"Hobby,Open Source",Go,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
graviton,Graviton,Graviton Database is an embedded key-value DBMS that supports snapshot versioning.,Key/Value,Custom API,Embedded,https://github.com/deroproject/graviton,https://github.com/deroproject/graviton,,DERO Foundation,FR,2020.0,,Open Source,Go,,,GPL v3,,,,,,,,,,,,,,,,,,,,,,,,,
greatsql,GreatSQL,GreatSQL (GreatDB) is a fork of Percona's MySQL Server.,Relational,SQL,Shared-Everything,https://greatdb.com/,https://github.com/GreatSQL/GreatSQL,,"Beijing Wanli Open Source Software Co., Ltd.",CN,2020.0,,"Commercial,Open Source",C++,,,GPL v2,,,,,,,,,,,,,,,,,,,,,,,,MySQL,
greenplum,Greenplum,"Greenplum is an open-source data warehouse. It uses massive parallel processing to provide large-scale analytics on petabyte scale data. It uses the,Orca,cost-based Cascades-style framework query optimizer.",Relational,"SQL,PL/SQL",Shared-Nothing,http://greenplum.org,https://github.com/greenplum-db/gpdb,,"Greenplum, Pivotal",US,2003.0,,"Commercial,Open Source",C,,,Apache v2,,,,Disk-oriented,"Decomposition Storage Model (Columnar),N-ary Storage Model (Row/Record),Custom",,,,,,,,,Vectorized Model,,,,,,,,,,,
greptimedb,GreptimeDB,GreptimeDB is a distributed time-series DBMS written in Rust.,Relational,"SQL,HTTP / REST",Shared-Disk,https://greptime.com/,https://github.com/GreptimeTeam/greptimedb,https://docs.greptime.com/,Greptime Inc.,CN,2022.0,,"Commercial,Open Source",Rust,,,Apache v2,Linux,@Greptime,,Disk-oriented,,,,,,,,Physiological Logging,,,,,,,,,,,,,
griddb,GridDB,"GridDB is a distributed key-value DBMS built by Toshiba. It has Key-Container data model and time-series functions which are designed specifically to target large data generated by IoT devices. It can be accessed by C and Java APIs, or TQL, a custom SQL-like query language.",Key/Value,"Custom API,SQL,HTTP / REST,Command-line / Shell",Shared-Nothing,https://griddb.net/en/,https://github.com/griddb/griddb_nosql,https://griddb.net/en/docs/documents/1-1_what-is-griddb.php,Toshiba Corporation,JP,2011.0,,"Commercial,Open Source",C++,"C,C++,Go,Java,Perl,PHP,Python,Ruby",,"AGPL v3,Apache v2",Linux,@griddb_jp,,Hybrid,,,Multi-version Concurrency Control (MVCC),,"B+Tree,Hash Table",Read Committed,Not Supported,,,,Not Supported,Not Supported,,,,,,,,,
gridgain,GridGain,GridGain is the commercial version of Apache Ignite.,Key/Value,Custom API,,http://www.gridgain.com/,,,GridGain Systems,US,2007.0,,"Commercial,Open Source",Java,,,Apache v2,,@gridgain,,In-Memory,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/GridGain_Systems,,,,,,,
gun,GUN,"Gun is an open-source and realtime, decentralized, offline-first, graph database engine written in JavaScript. It is a distributed system for synchronizing data across web applications and devices.",Graph,Custom API,Shared-Everything,http://gun.js.org/,https://github.com/amark/gun,https://gun.eco/docs/,Mark Nadal,US,2014.0,,"Commercial,Open Source",JavaScript,JavaScript,,Apache v2,Linux,@marknadal,,"Disk-oriented,In-Memory",N-ary Storage Model (Row/Record),Not Supported,Optimistic Concurrency Control (OCC),Not Supported,Patricia/Radix Trie,Snapshot Isolation,Not Supported,Not Supported,,,Not Supported,Not Supported,,,,,,,,,
h-store,H-Store,H-Store was an experimental database management system designed for on-line transaction processing applications.,Relational,"SQL,Stored Procedures",Shared-Nothing,https://hstore.cs.brown.edu/,https://github.com/apavlo/h-store,https://hstore.cs.brown.edu/documentation/,"Brown University, Massachusetts Institute of Technology, Carnegie Mellon University",US,2006.0,,"Academic,Open Source","C++,Java",,,"BSD,GPL v3",Linux,,,In-Memory,N-ary Storage Model (Row/Record),Consistent,Deterministic Concurrency Control,,,Serializable,,Command Logging,Not Supported,Materialized Model,Supported,Virtual Views,HyperSQL,https://en.wikipedia.org/wiki/H-Store,,,,,,,
h2,H2,"H2 (""Hypersonic 2"") is an open-source lightweight relational database management system implemented in Java, supporting standard SQL API and JDBC API, as well as PostgreSQL ODBC driver. H2 is characterized by its fast performance and low memory requirement. H2 can be either embedded into a Java application or used as a database server. Both in-memory and disk-based database configurations are available. H2 also has strong security features.",Relational,SQL,"Shared-Everything,Embedded",http://www.h2database.com/,https://github.com/h2database/h2database,http://www.h2database.com/html/quickstart.html,Thomas Mueller,CH,2004.0,,Open Source,Java,Java,,"Eclipse Public License,Mozilla Public License",All OS with Java VM,@h2database,,Hybrid,N-ary Storage Model (Row/Record),Non-Blocking,Multi-version Concurrency Control (MVCC),Supported,"B+Tree,Hash Table,AVL-Tree","Read Uncommitted,Read Committed,Serializable",Index Nested Loop Join,Physical Logging,Code Generation,Tuple-at-a-Time Model,Supported,Virtual Views,,https://en.wikipedia.org/wiki/H2_(DBMS),,,,,,,
haildb,HailDB,"HailDB was a fork of MySQL's InnoDB storage engine to provide it as a shared library with NoSQL API. It was part of the failed,Drizzle,project.",Key/Value,,Embedded,http://www.haildb.com/,https://launchpad.net/haildb,http://www.haildb.com/documentation/,Stewart Smith,AU,2010.0,,Open Source,,,,,,,,,,,,,B+Tree,,,,,,,,MySQL,,,,,,,,
halodb,HaloDB,HaloDB is an embedded key-value store written in Java.,Key/Value,,Embedded,https://yahoodevelopers.tumblr.com/post/178250134648/introducing-halodb-a-fast-embedded-key-value,https://github.com/yahoo/HaloDB,,Yahoo!,US,2017.0,,"Industrial Research,Open Source",Java,,,Apache v2,,,,,,,,,Hash Table,,,,,,,,,,,,,,,,
hampusdb,HampusDB,HampusDB (HDB) is a key-value DBMS that combines concepts from filesystems and databases. It provides command line utilities for manipulating and extracting data stored in Berkeley DB.,Key/Value,Custom API,Shared-Everything,http://www.hampusdb.org,https://sourceforge.net/projects/hampusdb/,http://www.hampusdb.org/documentation.html,Hampus Soderstrom,SE,2006.0,,"Hobby,Open Source",C,"C,C++,Java,Perl",,LGPL v2,Linux,,,Disk-oriented,N-ary Storage Model (Row/Record),,,,,,,,,,,,,,,,,,,,
hanoidb,HanoiDB,"HanoiDB is an indexed, key/value storage engine. The primary index is a log-structured merge tree.",Key/Value,,,https://github.com/krestenkrab/hanoidb,https://github.com/krestenkrab/hanoidb,,Kresten Krab Thorup,DK,2012.0,,Open Source,Erlang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hawq,HAWQ,"HAWQ (""Hadoop With Query"") is a distributed SQL execution engine that runs on top of Hadoop.",Relational,SQL,Shared-Disk,http://hawq.apache.org/,https://github.com/apache/hawq,http://hawq.apache.org/docs/userguide/latest/,Pivotal,US,2015.0,,Open Source,Java,,,Apache v2,Linux,@ApacheHAWQ,,Disk-oriented,,,,,,,,,,,,,,,,,,,,,
hazelcast,Hazelcast,"Hazelcast IMDG (In Memory Data Grid) is a Java-based NoSQL open-source distributed in-memory data store and computation platform. It spreads and replicates data across a cluster of machines, therefore ensuring high availability, fault-tolerance and painless horizontal scalability. Hazelcast provides APIs for many of the most commonly used programming languages, including Java, C++, Python, Go and others. It can also be deployed on several different cloud environments, thanks to its multiple discovery plugins. Hazelcast's most common use cases include database caching, in-memory data computing and in-memory messaging.",Key/Value,Custom API,Shared-Nothing,https://hazelcast.org/,https://github.com/hazelcast/hazelcast/,https://docs.hazelcast.com,Hazelcast,US,2008.0,,"Commercial,Open Source",Java,,,Apache v2,All OS with Java VM,@hazelcast,,In-Memory,Custom,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Hazelcast,,,,,,,
hbase,HBase,"HBase is an open source, distributed, non-relational, scalable big data store that runs on top of Hadoop Distributed Filesystem. Hbase is suitable for storing large quantities of data, but it lacks many of the features that relational database management systems usually have, such as column types, secondary indexes, advanced query languages, etc. HBase stores the data in rows and columns. A row is referenced by a row key, and columns are grouped into ""column families"". HBase is written in Java, and is supported by Apache Software Foundation.",Column Family,Custom API,Shared-Disk,http://hbase.apache.org/,https://hbase.apache.org/source-repository.html,https://hbase.apache.org/book.html,Powerset,US,2007.0,,Open Source,Java,,,Apache v2,All OS with Java VM,@HBase,,Disk-oriented,Decomposition Storage Model (Columnar),Non-Blocking,Multi-version Concurrency Control (MVCC),,B+Tree,"Read Uncommitted,Read Committed",Not Supported,Logical Logging,Not Supported,Tuple-at-a-Time Model,Not Supported,Not Supported,,https://en.wikipedia.org/wiki/Apache_HBase,,,,,,,
heavydb,HeavyDB,"HeavyDB is a relational, columnar database engine that uses GPUs to accelerate query execution.",Relational,SQL,Shared-Everything,https://www.heavy.ai/,https://github.com/heavyai/heavydb,https://docs.heavy.ai/,HEAVY.AI,US,2013.0,,"Commercial,Open Source",C++,,,Apache v2,,@heavy_ai,,In-Memory,Decomposition Storage Model (Columnar),,,,,,,,,,,,,https://en.wikipedia.org/wiki/OmniSci,,,,,,,
herddb,HerdDB,"HerdDB is a distributed SQL DBMS implemented in Java, optimized for primary key read/update access patterns. It has been designed to be embeddable in any Java Virtual Machine.",Relational,"Custom API,SQL,Command-line / Shell",Shared-Nothing,https://herddb.org/,https://github.com/diennea/herddb,https://github.com/diennea/herddb/wiki,Diennea S.r.l.,IT,2016.0,,Open Source,Java,,,Apache v2,Linux,,,Disk-oriented,N-ary Storage Model (Row/Record),"Consistent,Blocking",Deterministic Concurrency Control,Not Supported,"B+Tree,Block Range Index (BRIN)",Read Committed,"Nested Loop Join,Hash Join,Sort-Merge Join",Physical Logging,Not Supported,Tuple-at-a-Time Model,Not Supported,Not Supported,,,,,,,,,
heroic,Heroic,"Heroic is an open-source time-series DBMS built at Spotify to more effectively compute and analyze data-metrics across large quantities of data. According to the GitHub documentation, one of the primary features of Heroic DB is that data can be stored in the database for long periods of time. As also noted in the documentation, the database is designed to adapt to and handle increasing quantities of data. Heroic also uses the concept of Federated clusters, which enable the database to process user queries via multiple clusters such that the results are merged and outputted via a single system. Heroic also utilizes Elasticsearch DB for the indexing and querying processes in order to output complex queries more quickly and provide search suggestions for users. And lastly, once the metrics are computed, Heroic interacts with both Google Cloud Bigtable and Apache Cassandra for storage purposes, the latter of which is especially useful when it comes to Heroic’s long-term data storage capabilities.",Key/Value,Custom API,Shared-Nothing,https://spotify.github.io/heroic/,https://github.com/spotify/heroic,https://spotify.github.io/heroic/#!/docs/overview,Spotify,SE,2015.0,,Open Source,Java,"Java,Python",,Apache v2,All OS with Java VM,,,Disk-oriented,"N-ary Storage Model (Row/Record),Custom",,,Not Supported,Inverted Index (Full Text),Not Supported,Not Supported,Physiological Logging,Code Generation,Materialized Model,Not Supported,,"Cassandra,Cloud BigTable,Elasticsearch,ksqlDB",,,,,,,,
hibari,Hibari,"Hibari is a distributed, ordered key-value, storage engine.",Key/Value,,,http://hibari.github.com/hibari-doc/,https://github.com/hibari/hibari,https://github.com/hibari/hibari/wiki,Gemini Mobile Technologies,"US,JP",2005.0,,Open Source,Erlang,,,Apache v2,,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Hibari_(database),,,,,"Cloudian, Inc.",,
hipsterdb,hipsterDB,"hipsterDB is a toy key/value DBMS project that is designed to only return data as long as that data is not ""mainstream"". The system keeps track of how many times a key is accessed within a time window. If the number of accesses for a key goes above a threshold, then that key will be temporary ""removed"" from the database. When the number of recent accesses goes below that threshold (i.e., it has ""gone out of style""), then the key is available again.",Key/Value,HTTP / REST,,https://github.com/robmerrell/hipsterdb,https://github.com/robmerrell/hipsterdb,,Rob Merrell,US,2013.0,,"Hobby,Open Source",Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,
histore,Histore,Histore is a JavaScript-based key-value storage engine backed by navigation state.,Key/Value,Custom API,,https://github.com/developit/histore,https://github.com/developit/histore,,Jason Miller,US,2018.0,,Open Source,JavaScript,,,Apache v2,,,,In-Memory,,,,,,,,,,,,,,,,,,,,,
hive,Hive,"Apache Hive is a data warehouse software built on top of Hadoop that facilitates reading, writing and managing large datasets residing in distributed storage using SQL. Hive provides the necessary SQL abstraction so that SQL-like queries can be integrated with the underlying Java code without having to implement the queries in the low-level Java API. It allows structure to be projected onto data that is already in storage. Hive also provides a command line tool and a JDBC driver that users can use to connect to Hive.",Relational,SQL,,http://hive.apache.org/,https://hive.apache.org/version_control.html,https://cwiki.apache.org/confluence/display/HIVE,Facebook,US,2010.0,,Open Source,Java,Java,,Apache v2,All OS with Java VM,@ApacheHive,,"Disk-oriented,In-Memory,Hybrid","Decomposition Storage Model (Columnar),N-ary Storage Model (Row/Record),Hybrid,Custom",Non-Blocking,Two-Phase Locking (Deadlock Prevention),,BitMap,Snapshot Isolation,"Hash Join,Sort-Merge Join",,Not Supported,"Tuple-at-a-Time Model,Vectorized Model",Supported,Virtual Views,,https://en.wikipedia.org/wiki/Apache_Hive,,,,,,,
hive-dart,Hive (Dart),Hive is an embedded key-value data store written in Dart.,Key/Value,Custom API,,https://hivedb.dev/,https://github.com/hivedb/hive,https://docs.hivedb.dev/,Simon Leier,DE,2019.0,,Open Source,Dart,,,Apache v2,,,,,,,,,,,,,,,,,,,,,,,,,
hstreamdb,HStreamDB,HStreamDB is a streaming DBMS that targets IoT devices.,Relational,SQL,,https://hstream.io/,https://github.com/hstreamdb/hstream,https://docs.hstream.io/,"EMQ Technologies Co., Ltd.",CN,2020.0,,"Commercial,Open Source",Haskell,,,BSD,,@HStreamDB,,,,,,,,,,,,,,,,,,,,,,,
hydra,Hydra,Hydra is a data warehouse using PostgreSQL as its frontend and Citus' c-store extension for columnar storage.,Object-Relational,SQL,,https://hydra.so/,https://github.com/HydrasDB/hydra,https://docs.hydras.io/,Hydra,CA,2022.0,,"Commercial,Open Source",C,,,"AGPL v3,Apache v2","Hosted,Linux",@HydrasDB,,Disk-oriented,Decomposition Storage Model (Columnar),,,,,,,,,Vectorized Model,,,,,,,,,,,
hyperdex,HyperDex,"HyperDex is a distributed, searchable, and consistent key-value store. It is mainly developed by Robert Escriva in Cornell University. HyperDex provides serializability consistency and tolerates a threshold of server failures. Another highlight is a novel,search,primitive that supports query on secondary attributes. The main techniques HyperDex uses are hyperspace hashing and value-dependent chaining. HyperDex has a commercial extension called HyperDex Warp, which supports ACID transactions involving multiple objects. If not specified, ""HyperDex"" refers to the basic version without warp.",Key/Value,Custom API,,http://hyperdex.org/,https://github.com/rescrv/HyperDex,http://hyperdex.org/doc/latest/,Cornell University,US,2011.0,,"Academic,Open Source",C++,"C,C++,Go,Java,Python,Ruby,Rust",,BSD,"Linux,OS X",@HyperDexTeam,,Disk-oriented,Custom,"Consistent,Blocking","Optimistic Concurrency Control (OCC),Timestamp Ordering",,Hash Table,Serializable,Not Supported,,,Materialized Model,,,,,,,,,,,
